"Trade Facility","Date","Symbol","Short Volume","Short Exempt Volume","Total Volume","Market"
"NQTRF","2023-05-31","SLV","2408989","1556","4175317","Q"
"NYTRF","2023-05-31","SLV","165082","2187","429058","N"
"NCTRF","2023-05-31","SLV","7845","0","17442","B"
"NYTRF","2023-05-30","SLV","73157","2064","349484","N"
"NQTRF","2023-05-30","SLV","662039","6417","2084719","Q"
"NCTRF","2023-05-30","SLV","14370","0","20778","B"
"NYTRF","2023-05-26","SLV","119951","3559","373102","N"
"NQTRF","2023-05-26","SLV","1310701","22","2907390","Q"
"NCTRF","2023-05-26","SLV","11311","0","29059","B"
"NQTRF","2023-05-25","SLV","1496335","160","2917850","Q"
"NCTRF","2023-05-25","SLV","10319","0","17712","B"
"NYTRF","2023-05-25","SLV","52927","143","324955","N"
"NQTRF","2023-05-24","SLV","1666602","7066","3362577","Q"
"NYTRF","2023-05-24","SLV","158521","1262","381644","N"
"NCTRF","2023-05-24","SLV","26429","0","28013","B"
"NYTRF","2023-05-23","SLV","74121","1749","238850","N"
"NQTRF","2023-05-23","SLV","1724708","2122","3200001","Q"
"NCTRF","2023-05-23","SLV","3800","0","9585","B"
"NQTRF","2023-05-22","SLV","891496","3905","1991097","Q"
"NCTRF","2023-05-22","SLV","6719","0","10193","B"
"NYTRF","2023-05-22","SLV","117391","990","262436","N"
"NYTRF","2023-05-19","SLV","1334212","730","1569845","N"
"NCTRF","2023-05-19","SLV","4001","0","11631","B"
"NQTRF","2023-05-19","SLV","1775371","3700","3061558","Q"
"NQTRF","2023-05-18","SLV","2099210","919","3236032","Q"
"NYTRF","2023-05-18","SLV","221998","1446","741126","N"
"NCTRF","2023-05-18","SLV","7909","0","9800","B"
"NCTRF","2023-05-17","SLV","1584","0","3847","B"
"NQTRF","2023-05-17","SLV","846085","4415","2016488","Q"
"NYTRF","2023-05-17","SLV","302503","394","839712","N"
"NQTRF","2023-05-16","SLV","1210979","13108","3034236","Q"
"NCTRF","2023-05-16","SLV","5601","0","16689","B"
"NYTRF","2023-05-16","SLV","346922","2309","1367330","N"
"NQTRF","2023-05-15","SLV","812563","11207","1973178","Q"
"NCTRF","2023-05-15","SLV","5826","0","21525","B"
"NYTRF","2023-05-15","SLV","430746","768","1086425","N"
"NCTRF","2023-05-12","SLV","19604","0","25718","B"
"NQTRF","2023-05-12","SLV","1503435","9639","3785333","Q"
"NYTRF","2023-05-12","SLV","744263","1426","1863810","N"
"NCTRF","2023-05-11","SLV","42169","0","57221","B"
"NYTRF","2023-05-11","SLV","738154","1024","1844028","N"
"NQTRF","2023-05-11","SLV","3788563","23963","7110434","Q"
"NYTRF","2023-05-10","SLV","711044","979","1383618","N"
"NQTRF","2023-05-10","SLV","1592287","960","2527915","Q"
"NCTRF","2023-05-10","SLV","5009","0","9574","B"
"NCTRF","2023-05-09","SLV","1926","0","4753","B"
"NYTRF","2023-05-09","SLV","887476","1631","1390211","N"
"NQTRF","2023-05-09","SLV","1369312","1405","2240993","Q"
"NQTRF","2023-05-08","SLV","1127407","862","1968895","Q"
"NCTRF","2023-05-08","SLV","12153","0","22206","B"
"NYTRF","2023-05-08","SLV","513840","2208","937288","N"
"NYTRF","2023-05-05","SLV","1095191","2439","1772960","N"
"NCTRF","2023-05-05","SLV","10433","0","15155","B"
"NQTRF","2023-05-05","SLV","3615526","1681","6100695","Q"
"NYTRF","2023-05-04","SLV","904557","1040","1740133","N"
"NCTRF","2023-05-04","SLV","12791","0","30509","B"
"NQTRF","2023-05-04","SLV","3324753","7970","6191001","Q"
"NQTRF","2023-05-03","SLV","1619827","7740","2922745","Q"
"NCTRF","2023-05-03","SLV","6272","0","6894","B"
"NYTRF","2023-05-03","SLV","646925","2419","1349420","N"
"NYTRF","2023-05-02","SLV","1213084","3795","2361142","N"
"NCTRF","2023-05-02","SLV","7550","0","31311","B"
"NQTRF","2023-05-02","SLV","2351602","8650","4395121","Q"
"NQTRF","2023-05-01","SLV","2456854","4599","4512181","Q"
"NCTRF","2023-05-01","SLV","35460","0","53144","B"
"NYTRF","2023-05-01","SLV","1221985","9268","2045699","N"
"NCTRF","2023-04-28","SLV","3080","0","11040","B"
"NYTRF","2023-04-28","SLV","410030","884","1107622","N"
"NQTRF","2023-04-28","SLV","1034870","14939","2137756","Q"
"NQTRF","2023-04-27","SLV","1038090","1437","2536580","Q"
"NYTRF","2023-04-27","SLV","385936","375","1071113","N"
"NCTRF","2023-04-27","SLV","5334","0","18499","B"
"NYTRF","2023-04-26","SLV","1009693","2968","1688904","N"
"NCTRF","2023-04-26","SLV","9067","0","22821","B"
"NQTRF","2023-04-26","SLV","1237101","1103","2840805","Q"
"NYTRF","2023-04-25","SLV","448040","370","1309757","N"
"NQTRF","2023-04-25","SLV","1294085","689","3675539","Q"
"NCTRF","2023-04-25","SLV","3164","0","18862","B"
"NQTRF","2023-04-24","SLV","602165","2862","1964497","Q"
"NYTRF","2023-04-24","SLV","146840","0","665907","N"
"NCTRF","2023-04-24","SLV","7191","0","12259","B"
"NCTRF","2023-04-21","SLV","17289","0","26767","B"
"NQTRF","2023-04-21","SLV","867455","4887","2067269","Q"
"NYTRF","2023-04-21","SLV","224758","3079","893755","N"
