"Trade Facility","Date","Symbol","Short Volume","Short Exempt Volume","Total Volume","Market"
"NCTRF","2023-10-06","TAN","1084","0","1334","B"
"NQTRF","2023-10-06","TAN","136659","28","276367","Q"
"NYTRF","2023-10-06","TAN","3426","0","9381","N"
"NQTRF","2023-10-06","TANH","3946","0","4693","Q"
"NYTRF","2023-10-06","TANH","307","0","394","N"
"ORF","2023-10-06","TAOIF","3000","0","8528","O"
"NQTRF","2023-10-06","TAOP","9619","100","11563","Q"
"NYTRF","2023-10-06","TAOP","110","0","120","N"
"NCTRF","2023-10-06","TAP","752","0","1182","B"
"NQTRF","2023-10-06","TAP","364494","9","790448","Q"
"NYTRF","2023-10-06","TAP","975","0","3284","N"
"NQTRF","2023-10-06","TAP/A","12","0","12","Q"
"NQTRF","2023-10-06","TARA","4063","0","13027","Q"
"NCTRF","2023-10-06","TARK","705","0","2605","B"
"NQTRF","2023-10-06","TARK","14366","5","30770","Q"
"NYTRF","2023-10-06","TARK","10","5","1440","N"
"NQTRF","2023-10-06","TARO","3435","0","4487","Q"
"NYTRF","2023-10-06","TARO","195","0","213","N"
"NCTRF","2023-10-06","TARS","500","0","801","B"
"NQTRF","2023-10-06","TARS","88933","297","355283","Q"
"NYTRF","2023-10-06","TARS","857","0","9466","N"
"NQTRF","2023-10-06","TASK","14387","0","65239","Q"
"NQTRF","2023-10-06","TAST","55652","0","136650","Q"
"NYTRF","2023-10-06","TAST","530","469","3609","N"
"NQTRF","2023-10-06","TATT","212","0","590","Q"
"ORF","2023-10-06","TAWNF","1440","0","3340","O"
"NQTRF","2023-10-06","TAXF","8355","0","20641","Q"
"NYTRF","2023-10-06","TAXF","2","0","4","N"
"NQTRF","2023-10-06","TAYD","104","52","383","Q"
"NCTRF","2023-10-06","TBB","300","0","400","B"
"NQTRF","2023-10-06","TBB","15514","0","52526","Q"
"NYTRF","2023-10-06","TBB","740","0","1966","N"
"ORF","2023-10-06","TBBC","1000","0","1000","O"
"NCTRF","2023-10-06","TBBK","60","0","60","B"
"NQTRF","2023-10-06","TBBK","25932","0","139912","Q"
"NYTRF","2023-10-06","TBBK","20","0","730","N"
"NCTRF","2023-10-06","TBC","100","0","100","B"
"NQTRF","2023-10-06","TBC","8802","0","25906","Q"
"NYTRF","2023-10-06","TBC","168","0","370","N"
"NQTRF","2023-10-06","TBCP","406","0","506","Q"
"NQTRF","2023-10-06","TBF","89515","297","151174","Q"
"NYTRF","2023-10-06","TBF","1653","0","2927","N"
"NQTRF","2023-10-06","TBI","16353","0","26231","Q"
"NYTRF","2023-10-06","TBI","501","0","501","N"
"NCTRF","2023-10-06","TBIL","1296","0","1296","B"
"NQTRF","2023-10-06","TBIL","444932","5637","804437","Q"
"NYTRF","2023-10-06","TBIL","5682","1319","25703","N"
